author_name,paper_id
V. S. Sunderam.,1623
Kourosh Gharachorloo,1624
Dan Lenoski,1624
James Laudon,1624
Phillip Gibbons,1624
Anoop Gupta,1624
John Hennessy.,1624
Pete Keleher,1627
Alan L. Cox,1627
Willy Zwaenepoel.,1627
Keleher,1628
P.,1628
Cox,1628
A. L.,1628
Dwarkadas,1628
S.,1628
Zwaenepoel,1628
W. TreadMarks:,1628
J.P.Singh,1632
J.L.Hennessy,1632
A. Gupta,1632
R.K. Powalka,1643
N. Sherkat,1643
L.J. Evett,1643
R.K. Powalka,1644
N. Sherkat,1644
L.J. Evett,1644
R.K. Powalka,1645
N. Sherkat,1645
T.H. Cormen,1652
C.E. Leiserson,1652
R.L. Rivest,1652
Andrea W. Lawrence,1657
Albert M. Badre,1657
John T. Stasko.,1657
Laurent Amsaleg,1663
Michael J. Franklin,1663
Anthony Tomasic,1663
Tolga Urhan.,1663
A. Dogac,1669
et. al,1669
C. Evrendilek,1674
A. Dogac,1674
S. Nural,1674
F. Ozcan.,1674
F. Ozcan,1681
R. Lipton,1688
Bart Selman,1692
Henry A. Kautz,1692
Spears,1694
W. M.,1694
L. Xu,1717
M.I. Jordan.,1717
Peter Yianilos.,1718
Rakesh Agrawal,1719
Tomasz Imielinski,1719
Arun Swami:,1719
Agrawal,1720
R.,1720
Mannila,1720
H.,1720
Srikant,1720
Toivonen,1720
Verkamo,1720
A. I.,1720
Marcel Holsheimer,1728
Martin Kersten,1728
Heikki Mannila,1728
Hannu Toivonen.,1728
S. Wrobel,1730
J.-U. Kietz.,1730
Mika Klemettinen,1731
Heikki Mannila,1731
Pirjo Ronkainen,1731
Hannu Toivonen,1731
A. Inkeri Verkamo:,1731
Ashok Savasere,1745
Edward Omiecinski,1745
Shamkant Navathe.,1745
R.L. Constable et.al.,1766
Tim Oates,1783
Paul R. Cohen.,1783
Zheng,1786
Zijian.,1786
S. Ceri,1788
J. Widom,1788
Carlo Zaniolo.,1800
Jean Gallier.,1806
Bala,1817
J.,1817
Jong,1817
K. D.,1817
Huang,1817
Vafaie,1817
H.,1817
Wechsler,1817
Beveridge,1819
J. R.,1819
Riseman,1819
E. M.,1819
Olac Fuentes,1834
Rajesh P. N. Rao,1834
Michael Van Wie.,1834
B.J.A. Krose,1838
M.Eecen,1838
Rajesh P.N. Rao,1844
Dana H. Ballard.,1844
Anant Agarwal,1845
Ricardo Bianchini,1845
David Chaiken,1845
Kirk Johnson,1845
David Kranz,1845
John Kubiatowicz,1845
Beng-Hong Lim,1845
Ken Mackenzie,1845
Donald Yeung.,1845
A. Alexandrov,1846
M. Ionescu,1846
K. E. Schauser,1846
C. Scheiman. LogGP:,1846
D. Patterson T. Anderson,1847
D.,1847
A. C. Arpaci Dusseau,1848
R. H. Arpaci Dusseau,1848
D. E. Culler,1848
J. M. Hellerstein,1848
D. A. Patterson.,1848
R. Arpaci,1849
D. Culler,1849
A. Krishnamurthy,1849
S. Stein-berg,1849
K. Yelick.,1849
M. Blumrich,1851
K. Li,1851
R. Alpert,1851
C. Dubnicki,1851
E. Felten,1851
J. Sandberg.,1851
N. J. Boden,1852
D. Cohen,1852
R. E. Felderman,1852
A. E. Kulawik,1852
C. L. Seitz,1852
J. N. Seizovic,1852
W.-K. Su. Myrinet:,1852
J.B. Carter,1855
A. Davis,1855
R. Kuramkote,1855
C. Kuo,1855
L.B. Stoller,1855
M. Swanson.,1855
Culler,1857
D. E.,1857
Dusseau,1857
A.,1857
Goldstein,1857
S. C.,1857
Krishnamurthy,1857
Lumetta,1857
S.,1857
von Eicken,1857
T.,1857
Yelick,1857
K.,1857
D. E. Culler,1858
R. M. Karp,1858
D. A. Patterson,1858
A. Sahay,1858
K. E. Schauser,1858
E. Santos,1858
R. Subramonian,1858
T. von Eicken.,1858
David Culler,1859
Lok Tin Liu,1859
Richard Martin,1859
Chad Yoshikawa.,1859
R. Cypher,1860
A. Ho,1860
S. Konstantinidou,1860
P. Messina.,1860
Andrea C. Dusseau,1863
David E. Culler,1863
Klaus E. Schauser,1863
Richard P. Martin.,1863
Chris Holt,1869
Mark Heinrich,1869
Jaswinder Pal Singh,1869
Edward Rothberg,1869
John Hen-nessy.,1869
A. R. Lebeck,1874
D. A. Wood.,1874
Leiserson,1875
C.E.,1875
Abuhamdeh,1875
Z.S.,1875
Douglas D.C.,1875
Feynman C.R.,1875
Ganmukhi,1875
M.N.,1875
Hill,1875
J.V.,1875
Hillis,1875
W.D.,1875
Kuszmaul,1875
B.C.,1875
St. Pierre,1875
M.A.,1875
Wells,1875
D.S.,1875
Wong,1875
M.C.,1875
Yang,1875
S.W.,1875
Zak,1875
R.:,1875
S. S. Lumetta,1877
A. Krishnamurthy,1877
D. E. Culler,1877
R. P. Martin. HPAM:,1878
S. K. Reinhardt,1882
J. R. Larus,1882
D. A. Wood,1882
Tempest,1882
Typhoon:,1882
Mendel Rosenblum,1883
Stephen A. Herrod,1883
Emmett Witchel,1883
Anoop Gupta.,1883
Thorsten von Eicken,1888
David E. Culler,1888
Seth Copen Coldstein,1888
Klaus Erik Schauser.,1888
Woo,1889
S. C.,1889
Ohara,1889
M.,1889
Torrie,1889
E.,1889
Singh,1889
J. P.,1889
Gupta,1889
A.,1889
Arora,1894
S.,1894
Safra,1894
S.:,1894
M. Blum,1896
W. Evans,1896
P. Gemmell,1896
S. Kannan M.,1896
S. Kannan,1897
M. Blum.,1897
M. Blum,1898
M. Luby,1898
R. Rubinfeld.,1898
M. Blum,1900
H. Wasserman.,1900
F. Ergun,1902
S. Ravi Kumar,1902
R. Rubinfeld.,1902
F. Erg un,1903
S. Ravi Kumar,1903
D. Sivakumar.,1903
P. Gemmell,1904
R. Lipton,1904
R. Rubinfeld,1904
M. Sudan,1904
A. Wigderson.,1904
O. Goldreich,1905
S. Goldwasser,1905
D. Ron.,1905
O. Goldreich,1906
D. Ron.,1906
S. Ravi Kumar,1909
D. Sivakumar.,1909
Rubinfeld,1912
R.,1912
Sudan,1912
M.:,1912
A. Blum,1916
M.L. Furst.,1916
Craig Boutilier.,1917
Craig Boutilier,1919
Moises Goldszmidt.,1919
R. I. Brafman,1920
Y. Shoham.,1920
Donald,1922
B. R.,1922
J. Jennings,1922
D.,1922
Henry Kautz,1924
Bart Sel-man.,1924
O. Khatib,1925
K. Yokoi,1925
K. Chang,1925
D. Ruspini,1925
R. Holmberg,1925
A. Casal,1925
A. Baader.,1925
C. Knoblock.,1926
M. Tennenholtz,1928
Yoram Moses.,1928
Raymond Reiter,1930
Raymond Reiter.,1931
D. Weld,1932
A. Francis,1939
A. Ram,1939
Leake,1949
D.; Kinley,1949
A.;,1949
Wilson,1949
D.,1949
Leake,1951
D.,1951
Leake,1952
D. B.,1952
Leake,1953
D.B.,1953
R. Michalski,1956
Oehlmann,1958
R.,1958
A. Ram,1959
M. Cox.,1959
R. Alur,1971
T.A. Henzinger.,1971
R. Alur,1972
T.A. Henzinger,1972
S.K. Rajamani.,1972
R. Alur,1973
T.A. Henzinger,1973
F.Y.C. Mang,1973
S. Qadeer,1973
S.K. Rajamani,1973
S. Tasiran.,1973
K.L. McMillan.,1990
B. Efron,1997
Kohavi,1999
R.,1999
C. de Boor,2007
R. A. de Vore,2007
A. Ron,2007
W. Lawton,2020
A. Ron,2025
A. Ron,2026
Z. Shen,2026
R.S. Boyer,2027
J.S. Moore,2027
M. Kaufmann,2029
J S. Moore.,2029
Tushar Chandra,2034
Vassos Hadzilacos,2034
Prasad Jayanti,2034
Sam Toueg.,2034
Thomas E. Anderson,2053
Henry M. Levy,2053
Brian N. Bershad,2053
Edward D. Lazows-ka.,2053
Brian Bershad,2054
Stefan Savage,2054
Przemyslaw Par-dyak,2054
Emin Gun Sirer,2054
Marc E. Fiuczynski,2054
David Becker,2054
Craig Chambers,2054
Susan Egg-ers.,2054
Dean,2059
D.,2059
Felton,2059
E.,2059
Wallach,2059
L. Gong.,2066
T. Jaeger,2068
A. Prakash,2068
A. Rubin.,2068
R. Milner,2077
M. Tofte.,2077
Necula,2078
G.C.,2078
Lee,2078
P.,2078
Ousterhout,2080
J.,2080
Margo I. Seltzer,2086
Yasuhiro Endo,2086
Christopher Small,2086
Keith A. Smith.,2086
E. Wobber,2091
M. Abadi,2091
M. Burrows,2091
B. Lampson.,2091
Grimshaw,2101
A. S.,2101
M. Bellare,2124
O. Goldreich,2124
E. Petrank.,2124
M. Bellare,2125
E. Petrank.,2125
Joe Kilian.,2132
M. Bellare,2137
R. Canetti,2137
H.,2137
H. Krawczyk.,2138
M. Bellare,2139
O. Goldreich.,2139
M. Bellare,2140
O. Goldreich,2140
S. Goldwasser.,2140
M. Bellare,2141
O. Goldreich,2141
S. Goldwasser.,2141
M. Bellare,2142
S. Goldwasser,2142
D. Micciancio.,2142
M. Bellare,2143
R. Gu erin,2143
P. Rogaway,2143
M. Bellare,2144
J. Kilian,2144
P. Rogaway.,2144
M. Bellare,2145
S. Micali.,2145
M.Bellare,2146
P. Rogaway.,2146
M. Bellare,2147
P. Rogaway.,2147
Bellare,2148
M.,2148
Rogaway,2148
P.:,2148
Mihir Bellare,2149
Phillip Rogaway.,2149
A. De Santis,2157
S. Micali,2157
G. Persiano.,2157
D. Boneh,2161
R.A. Demillo,2161
Christian Cachin,2167
Ueli Maurer,2167
R. Canetti,2168
R. Canetti,2170
C. Dwork,2170
M. Naor,2170
R. Ostrovsky,2170
"""Deniable Encryptions""",2170
R. Canetti,2171
R. Gennaro,2171
R. Canetti,2172
O. Goldreich,2172
S. Halevi.,2172
R. Canetti,2174
S. Halevi,2174
A. Herzberg,2174
B. Chor,2181
O. Goldreich,2181
E. Kushilevitz,2181
M. Sudan.,2181
Ivan Damgard,2190
Oded Goldreich,2190
Tatsuaki Okamoto,2190
Avi Wigderson.,2190
S. Even,2200
O. Goldreich.,2200
S. Even,2202
O. Goldreich,2202
S. Micali.,2202
Rosario Gennaro,2218
Stas Jarecki,2218
Hugo Krawczyk,2218
Tal Rabin.,2218
Goldreich O.,2219
O. Goldreich.,2220
Goldreich,2221
O.,2221
O. Goldreich,2222
O. Goldreich,2227
A. Kahan.,2227
O. Goldreich,2228
H. Krawczyk.,2228
O. Goldreich,2233
R. Ostrovsky.,2233
Oded Goldreich,2234
Amit Sahai,2234
Salil Vadhan.,2234
Levin,2242
L.A.,2242
A. Herzberg,2244
M. Jakonsson,2244
S. Jarecki,2244
H. Krawczyk,2244
M. Yung,2244
R. Impagliazzo,2246
M. Luby.,2246
R. Impagliazzo,2247
M. Naor,2247
S. Rudich.,2248
A. Juels,2250
M. Luby,2250
R. Ostrovsky.,2250
J. Kilian,2252
E. Petrank.,2252
M. Naor,2268
R. Ostrovsky,2268
R. Venkatasan,2268
M. Yung.,2268
M. Naor,2271
O. Reingold,2271
R. Ostrovsky,2277
A. Wigderson.,2277
B. Pfitzmann,2283
M. Waidner.,2283
Rivest,2289
R. L.,2289
Shamir,2289
A.,2289
Adleman,2289
L.,2289
Amit Sahai,2291
Salil Vadhan.,2291
Andrew C.-C. Yao,2301
J. Ross Beveridge,2326
Mark R. Stevens.,2326
J. Ross Beveridge,2327
Mark R. Stevens,2327
Zhongfei Zhang,2327
Mike Goss.,2327
Mark R. Stevens,2333
J. Ross Beveridge.,2333
Mark R. Stevens,2341
J. Ross Beveridge.,2341
Mark R. Stevens,2342
J. Ross Beveridge,2342
Michael E. Goss.,2342
R. Greiner,2354
I. Jurisica,2354
Russell Greiner.,2357
M. Dubois,2376
J. Skeppstedt,2376
L. Ricciulli,2376
K. Ramamurthy,2376
P. Stenstrom.,2376
David Keppel,2378
Eric Koldinger,2378
Susan Eggers,2378
Henry Levy.,2378
Paul Havlak,2381
Ken Kennedy.,2381
D. Lenoski,2383
J. Laudon,2383
K. Gharachorloo,2383
W. Weber,2383
A. Gupta,2383
J. Hennessy,2383
M. Horowitz,2383
M. Lam.,2383
Singh,2390
J. P.,2390
Weber,2390
W.-D.,2390
Gupta,2390
A.,2390
O. Guler,2395
S. C. Billups,2396
M. C. Ferris,2396
QPCOMP:,2396
S.P. Dirkse,2402
M.C. Ferris:,2402
S. P. Dirkse,2404
M. C. Ferris.,2404
M. C. Ferris,2407
